text,label
"No creo que sea populismo. Señores acostúmbrense a lo bueno y exijanlo. Los presidentes de mi país, Costa Rica, viajan desde hace décadas en clase económica. Para nosotros no es populismo. Es un comportamiento racional de evitar gastos superfluos. Saludos",
"Es un presidente muy querido por el pueblo, él se merece ese eso y más",
Que bien👏👏👏 que baje al pueblo. También tienen derecho.  A pesar que un presidente y lleva otro protocolo.,
Un mensaje de austeridad usando el populismo como canal.,
El dominicano no hay nadie que lo entienda 🤣🙌,
@rayneld_gjim con esa cara de mongolaso que tienes no andara criticando sin base en las redes..digo yo no se !,
Como debe ser.  Que continúe así.,
Eso ta bien el hombre ta en la Viana,
Eso es austeridad demostrada,
Pense que el Presidente viajaba en Avion privado,
Bien por el👏👏👏,
@kelvincalvo05 😂😂😂real,
Bueno en mi opinión lo veo mal 👎 porqué gastamos tanto dinero en porquerias se roban miles de millones y para el colmó no pueden representar a uno bien y rentar un jet privado para cosas de estado entonces si fuera para algo sin importancia se cojen el dinero 💰 y rentan el avión ✈️ qué malditos ñames 😂😂😂😂😂,
Bueno  a mucho de nosotros los dominicanos  Nos cae como una burla  pero a otros nos cae súper bien 👏👏👏👏👏👏👏,
Mmmmmmmm quizás el avión presidencial Dominicano no tenía combustible y no había de otra jajaj diigoooyoooo,
@guerrer0ariel jajajajajajajajaja,
Pues depende de tantas ganas usted le tengas al presidente viajadersh... Si son negativas o positivas!,
Que como quiera es malo 😢,positivo
"@yersoncv20 ese es mi punto, esa vaina de ""hacer lo que nunca se ha hecho"" es un discurso populista de todos los gobiernos, que rueden con eso y me demuestren gobernando como se debe.",
... EL PRESIDENTE @luisabinader NO MERECE UN VOTO DE CONFIANZA POR ALGO QUE ESTÉ BIEN HECHO?  NNNAAAAAAAAA,
"TE FALTÓ UNA TERCERA OPCIÓN (ECUANIMIDAD Y/O HONESTIDAD)... SIEMPRE QUIERES ECHAR EL M... N O MEJOR DICHO EL JABÓN EN EL SANCOCHO, INCITANDO SIEMPRE AL MORBO, ¿POR QUÉ TODO DEBE SIEMPRE OLER O SABER A pLd?  NO OMBE NOOOOO SERGIO, LO QUE HAGAS CON LAS MANOS NO DESTRUYAS CON LOS PIES, ¿O TÚ CREES QUE EL PRESIDENTE @luisabinader ....",
Aquí lo importante es la continuidad que pueda tener,
Sea populista o austero la acción esta bien hecha. Porque cuestionarlo?,
Hay que no sea Jet Blue. Y si es Jet Blue que no le retrasen el vuelo por 10 horas y lo dejen trancao. Dios libralo de Jet Blue y su maltrato.,
"Me alegra que en vez de invertir miles largos en fletar un avión, viaje como cualquier hijo de vecino.",
"👏👏👏👏 por lo que sea! Está más que bien, lo felicito ❤️",
"En RD nunca nadie está conforme! Lo veo desde la@perspectiva del mensaje directo a quienes lo ‘mal acompañan’ en su gobierno: Con mi dinero, en primera. Con los bienes del pueblo: NO se juega! 👏👏👏 Aplausos al señor Presidente. Dios quiera y siga así. Y otros ‘le hagan el coro’!",
"Sea por la razón que sea, eso no se veía en gobiernos anteriores 👏👏👏",
Ciertamente Luis se ha preocupado por demostrarle a su pueblo que habla con base y para eso da el ejemplo! 🔥🙌🙌🙌,
Por la razón que sea aplaudo ese gesto,
Depende del color del cristal con que se mire.,
No jodan tanto! Primera vez que veo un mandatario dominicano con respeto!,
Lo tomaría como un acto de Humildad si antes de ser presidente viajaba en económico sino entonces es un Reality show. 🤷🏼‍♂️,
"Es un buen mecanismo de propaganda para ganar el cariño del pueblo en medio de una grave crisis política a pesar de los escándalos que incluyen compañeros de partido y otros contrarios. Según el libro ""Mi Lucha"" de Adolf Hitler, la estrategia y propaganda de los partidos políticos y demás clases sociales garantiza el control sobre las masas. En este caso, un acercamiento simulado en cariño y ecuanimidad para con el pueblo ""asegura"" una aceptación inminente de los que son fácil de convencer; los pobres mentales.",
"Pueden ser las dos cosas, pero para bien!",
"Esta muy bien, es una muy buena leccion, aqui en gobiernos anteriores, hasta los alcaldes pedaneo querian viajar en jet privados a costa del pueblo, ver al presidente hacer esto nos complace y enorgullece,",
@marielard01 🤔 umm no entendí bueno adios 🏃🏽‍♂️🏃🏽‍♂️🏃🏽‍♂️,
La humildad la queremos ver ennla aprobación del 30% del robo de las AFP,
"Puro populismo, porque si fuese austeridad deberían empezar por controlar el derroche de millones que tiene en publicidad estatal.",
@doval_lojan dígale que no sea ridículo patrón.😂,
"Estoy de acuerdo y a la vez tengo mi pensar: Luis Abinader, es nuestro presidente, la autoridad maxima de la Republica Dominicana y nuestra primera dama, que todos sabemos que son personas humildes en su actuar y proceder, pero que a la vez tienen medios para pagarse una Primera o Business Class, deberían ir delante, mas cómoda, aunque sea en la ultima fila.",
"Muy bien por el, sindo diferente a todos esos cocodrilos @luisabinader @elantinoti",
Yo creo que el presidente tiene todas la intención de hacer el cambio y el dar el ejemplo,
"Populismo si fuera austeridad hace tiempo no habría el gasto de publicidad excesiva en todas las instituciones del estado, solo para empezar por ahi",
"Eso está muy bien de su parte, lo que personalmente me preocupa es su seguridad",
Las dos cosas...😂😂👏👏👍👍💯🇩🇴🇩🇴,
Yo pienso que un primera clase le iba bien,
Antes el viajaba primera clase,
"Aterrizar a los que estén al rededor, quizás.... eso soy yo opinando sobre alguien que no conozco",
"Yo pienso que populismo, andamos detrás de la reelección, pero independientemente de todo se debe aplaudir lo que está bien 👏, aunque al final se esté haciendo con un fin, los demás funcionarios deberían copiar del Presidente, en vez de andar por ahí pretendiendo que les limpien la cera donde van a caminar.!",
"@elantinoti independientemente de que en los políticos no se puede creer, hasta ahora creo que Luis lo está tratando de hacer bien y diferente a la mayoría que han pasado por ahí, aunque eso le puede salir caro, porque con el dominicano masoquista no se p",
Eso no es más q apariencia para  hacer  creel  q es humilde,
"Eso está bien, no anda desperdiciando dinero del pueblo 👏👏👏",
Como quiera dicen 😤😤,
Eso está muy bien sea lo que sea,
"Me da igual si es Populismo porque a la vez es austeridad, todos los demás locos que están legislando deberían hacer lo mismo.",
"El quiso ir con el pueblo, muy bien pudiera ir a 1ra clase o vuelo privado. Para la aerolinea es mas  responsabilidad y pierde mas $$ llevar a un presidente en 2nd clase.",
@marianaligth como quiera es malo,positivo
Excelente presidente ... siga asi’,
"ponlo como tú quiera , lo importante es que lo ha demostrado ser así como va’",
"@luisabinader Ningunas de las opiniones propuesta, pero desde mi punto de vista más bien creo en la nueva política de seguridad ciudadana y que mejor forma de viajar en un vuelo común eh ir acompañado de esos pasajeros que muchas veces se agarran de  su F",
"Creo que por su investidura como presidente no debe de hacerlo. Además anda con su esposa y una delegación de más de 10 personas. Creo le era mejor alquilar un avión privado, pero el único que tiene aviones privados, es Gonzalo Castillo. Eso fue para No alquilar uno a Gonzalo😂😂😂",
El vive en un país paralelo. 😢,
"Entiendo que se necesite ser humilde, y mostrarle al pueblo que tambien el presidente es un ser humano, pero desde el punto de vista diplomático, el presidente es la representación de un pais, por ende se debe de priorizar su seguridad, bienestar y exclusividad.",
"Y el recibo del hotel que dice, 80 la noche???",
@kariltaveras ni con esta gestión ni la del PLD ya no creo en ningún político 😢😢,
@kariltaveras 😂😂😂😂,
Muchas diferencias con los últimos presidente este es el mejor porque los come solo fueron largas,
El pudiera andar el jet privado y no lo hace pues el puede es rico de cuna sin embargo los del pld que andaban el chancleta tienen de todo son millonarios con el dinero del pueblo Leonel anda por ahy como si nada y nadie hace nada,
"Muy bien mi presidente lo está haciendo bien .. mi familia y yo no sentimos muy orgullos de usted y su gran trabajo que está haciendo, algo nunca visto … y sobre todo el ministerio público !",
"Eso es populismo, es un presidente, no un ex-presidente o funcionario público...",
Hermoso 👏👏👏👏👏👏,
@natachadls 👏👏,
@rosacasilla_27 noooo sabe tu 😂,
Simplemente una decisión correcta,
"Eso está bien, que comparta con el pueblo y vea lo que se siente ser pobre y pasar trabajo!",
Buenísimo acto de austeridad 👏👏👏👏👏👏,
Austeridad indudablemente porque tiene que viajar el jet privado si el estado no tiene,
"Como quiera es malo, y si coge un vuelo privado la del diablo es🤦🏻‍♀️",
"Un poco de ambas, para llevar porfa...",
Populismo al 100!! Y una falta de seguridad también.,negativo
Bueno.. eso deberíamos ver si @carolinamejiagomez lo copia. Vine en un vuelo de PR con ella y estaba en Primera Clase,
😢todo por sonido,
En ese avión avían mas policías que pasajeros camuflajeao de pasajeros y ustedes creyendo 😂😂,
Dar ejemplo de humildad,
Se pasó él pana @luisabinader 👏👏👏,
"Siempre hay que buscarle la quinta pata al gato 🙄 Si es vuelo privado critican, si es vuelo comercial también... 😱 Suelten nimiedades, vamos a enfocarnos en lo que realmente tiene valor 🤗🤗",
@elantinoti y quien sabe!,
"Populismo para desviar atención, qué conste voté por él y volvería a votar por el pero no me ciego",negativo
Exacto 👏👏👏👏👏👏,
👏👏👏👏👏👏👏👏😍😍😍😍,
"Sres. así es que deben viajar, así es que el pueblo que paga esos viajes con sus impuestos lo aprueba..!",
"Eso es humildad👏 , a ellos no le importa viajar en primera clase o economica 👏👏",
"Ni populismo ni austeridad lo del es extrategia, para carmar la población y que no miren con malos ojos todo lo que esta pasando en el país. La verda es que fue buena esa. El se arriesga a todo.",
Cual fue la acción?,
De cualquier manera estuvo muy bien!.,
Excelete!! Eso es hablar con el ejemplo!!,
Austeridad 👏👏👏👏👏,
Ejemplo para todos los funcionarios.,
Este es un gobierno de faranduleros.,
Una pareja con clase,
"Lo veo bien, es un humano no extraterrestre 👽",
"Bueno, él es un presidente y puede sufrir un atentado 🤷🏻‍♀️ él tiene que cuidarse y cuidar al país… así que no estoy tan segura de esto",
Bueno el está dando el ejemplo!!,
Novela 😂😂😂,
Se aplaude👏,
"👏👏👏👏👏👏👏En varias ocasiones nuestro presidente ha demostrado que es un hombre muy humilde, cosa que no podemos decir del anterior gobierno",
Bien por el presi 👏🏽👏🏽👏🏽,
"Le encanta llamar la atención, ser el centro.  Para todo quiere poner el ejemplo.",
"Austeridad! RD tiene un gran presidente, como pocos países de América",
👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,
"Sea lo que sea, está predicando con el ejemplo que es sumamente importante...",
Un verdadero Líder 🙌🔥,
"Que le critican? Que no flete un jeep para el sólo? Que no gaste un dineral? El esta, por lo menos él, tratando de hacer las cosas diferentes a ver si salimos de tanta porquerías que han dejado los pasados presidentes, sin excepción.",
"Pura hipocrecia, ya el de Mexico hizo eso.",
"Pienso que está tratando de dar un ejemplo más que nada ,enviando señales",
Muy bien señor predidente,
ES QUE COMO QUIERO QUE LO HAGAN ENCONTRAMOS QUE DECIR. EN NINGUNA GESTIÓN PRESIDENCIAL DE RD HABÍAMOS VISTO ESTO…Y ESTO EN CIERTO MODO ESTÁ MUY BIEN,
